image,condition,distortion,detector,iou
GOPR0122_frame_000265_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8983
GOPR0122_frame_000275_rgb_anon.png,snow,noisy,sobel_p75,0.4376
GOPR0122_frame_000275_rgb_anon.png,snow,noisy,canny_proj3,0.2718
GOPR0122_frame_000275_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4082
GOPR0122_frame_000275_rgb_anon.png,snow,blurred,sobel_p75,0.4584
GOPR0122_frame_000275_rgb_anon.png,snow,blurred,canny_proj3,0.2113
GOPR0122_frame_000275_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2056
GOPR0122_frame_000275_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9654
GOPR0122_frame_000275_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9291
GOPR0122_frame_000275_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8804
GOPR0122_frame_000287_rgb_anon.png,snow,noisy,sobel_p75,0.4238
GOPR0122_frame_000287_rgb_anon.png,snow,noisy,canny_proj3,0.2415
GOPR0122_frame_000287_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.3902
GOPR0122_frame_000287_rgb_anon.png,snow,blurred,sobel_p75,0.4742
GOPR0122_frame_000287_rgb_anon.png,snow,blurred,canny_proj3,0.1874
GOPR0122_frame_000287_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1882
GOPR0122_frame_000287_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9552
GOPR0122_frame_000287_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9299
GOPR0122_frame_000287_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8760
GOPR0122_frame_000294_rgb_anon.png,snow,noisy,sobel_p75,0.4827
GOPR0122_frame_000294_rgb_anon.png,snow,noisy,canny_proj3,0.3238
GOPR0122_frame_000294_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4582
GOPR0122_frame_000294_rgb_anon.png,snow,blurred,sobel_p75,0.4466
GOPR0122_frame_000294_rgb_anon.png,snow,blurred,canny_proj3,0.1865
GOPR0122_frame_000294_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.1761
GOPR0122_frame_000294_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9632
GOPR0122_frame_000294_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9365
GOPR0122_frame_000294_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8859
GOPR0604_frame_000496_rgb_anon.png,snow,noisy,sobel_p75,0.4290
GOPR0604_frame_000496_rgb_anon.png,snow,noisy,canny_proj3,0.2723
GOPR0604_frame_000496_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4279
GOPR0604_frame_000496_rgb_anon.png,snow,blurred,sobel_p75,0.5026
GOPR0604_frame_000496_rgb_anon.png,snow,blurred,canny_proj3,0.2588
GOPR0604_frame_000496_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2617
GOPR0604_frame_000496_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9644
GOPR0604_frame_000496_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9420
GOPR0604_frame_000496_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8973
GOPR0604_frame_000504_rgb_anon.png,snow,noisy,sobel_p75,0.3798
GOPR0604_frame_000504_rgb_anon.png,snow,noisy,canny_proj3,0.2529
GOPR0604_frame_000504_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4622
GOPR0604_frame_000504_rgb_anon.png,snow,blurred,sobel_p75,0.5398
GOPR0604_frame_000504_rgb_anon.png,snow,blurred,canny_proj3,0.2521
GOPR0604_frame_000504_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2388
GOPR0604_frame_000504_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9601
GOPR0604_frame_000504_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9388
GOPR0604_frame_000504_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8968
GOPR0604_frame_000515_rgb_anon.png,snow,noisy,sobel_p75,0.5483
GOPR0604_frame_000515_rgb_anon.png,snow,noisy,canny_proj3,0.3574
GOPR0604_frame_000515_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.5328
GOPR0604_frame_000515_rgb_anon.png,snow,blurred,sobel_p75,0.5354
GOPR0604_frame_000515_rgb_anon.png,snow,blurred,canny_proj3,0.2217
GOPR0604_frame_000515_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2078
GOPR0604_frame_000515_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9724
GOPR0604_frame_000515_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9536
GOPR0604_frame_000515_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.9209
GOPR0604_frame_000521_rgb_anon.png,snow,noisy,sobel_p75,0.4496
GOPR0604_frame_000521_rgb_anon.png,snow,noisy,canny_proj3,0.2549
GOPR0604_frame_000521_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4407
GOPR0604_frame_000521_rgb_anon.png,snow,blurred,sobel_p75,0.5180
GOPR0604_frame_000521_rgb_anon.png,snow,blurred,canny_proj3,0.2203
GOPR0604_frame_000521_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2176
GOPR0604_frame_000521_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9723
GOPR0604_frame_000521_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9368
GOPR0604_frame_000521_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8901
GOPR0604_frame_000527_rgb_anon.png,snow,noisy,sobel_p75,0.4716
GOPR0604_frame_000527_rgb_anon.png,snow,noisy,canny_proj3,0.2668
GOPR0604_frame_000527_rgb_anon.png,snow,noisy,canny_proj3_preblur,0.4118
GOPR0604_frame_000527_rgb_anon.png,snow,blurred,sobel_p75,0.5090
GOPR0604_frame_000527_rgb_anon.png,snow,blurred,canny_proj3,0.2178
GOPR0604_frame_000527_rgb_anon.png,snow,blurred,canny_proj3_preblur,0.2060
GOPR0604_frame_000527_rgb_anon.png,snow,lowcontrast,sobel_p75,0.9747
GOPR0604_frame_000527_rgb_anon.png,snow,lowcontrast,canny_proj3,0.9391
GOPR0604_frame_000527_rgb_anon.png,snow,lowcontrast,canny_proj3_preblur,0.8923
